userId,url,imageFileName,uploadedAt,mimeType,imageType,imageWidth,imageHeight,imageRatio,imageRotation,imageScale,imageArtist,size
81,www.trinidad-emard.org,repudiandae_nostrum\aut.txt,2024-01-13T00:22:05.534355900,image/png,full,1739,804,0.82,80,0.72,Vettriano,148026
86,www.coy-lowe.name,voluptas_accusamus\corporis.html,2024-03-24T00:22:05.534355900,image/jpeg,full,122,3453,0.64,60,7.12,Raphael,2544918
40,www.nelia-carroll.name,fuga_modi\aspernatur.xls,2024-09-01T00:22:05.534355900,image/jpeg,full,2331,3486,0.04,41,1.77,Raphael,3696849
9,www.stevie-dach.io,et_error\occaecati.xls,2023-09-24T00:22:05.534355900,image/jpeg,full,1419,3338,0.47,286,6.99,Raphael,3801078
21,www.nadia-klein.net,culpa_nemo\velit.docx,2024-07-08T00:22:05.535356700,image/png,full,2373,1073,0.30,82,6.28,Edward Hopper,2750098
28,www.nelson-hegmann.io,dolore_autem\voluptatem.json,2024-03-26T00:22:05.535356700,image/png,full,1296,211,0.49,130,8.28,Klimt,167090
6,www.ines-lakin.net,quia_reiciendis\et.avi,2023-10-22T00:22:05.421120900,image/png,thumbnail,4191,3308,0.89,331,7.23,Matisse,4695447
47,www.rozella-halvorson.biz,vero_et\aut.mov,2024-03-18T00:22:05.450355300,image/jpeg,thumbnail,1713,1873,0.33,33,4.94,Michelangelo,4675617
16,www.connie-zieme.biz,laborum_ut\ratione.ods,2024-08-16T00:22:05.452358400,image/png,full,2442,2544,0.31,244,8.72,Pissarro,778181
57,www.trinity-swaniawski.info,corrupti_blanditiis\at.js,2023-09-27T00:22:05.453356200,image/png,thumbnail,578,4655,0.27,77,6.04,Ansel Adams,3886347
55,www.gudrun-koch.co,maxime_sit\et.webm,2024-06-26T00:22:05.455356300,image/jpeg,thumbnail,2039,2211,0.81,255,4.66,Vettriano,2875125
89,www.mittie-denesik.net,numquam_porro\ipsum.mp3,2024-08-22T00:22:05.457357800,image/png,thumbnail,1587,1704,0.02,312,3.47,Cezanne,4749367
11,www.cheri-conn.name,explicabo_non\delectus.mp3,2023-10-05T00:22:05.459356400,image/jpeg,thumbnail,2002,2187,0.13,244,7.68,Picasso,1671002
60,www.cherlyn-hegmann.name,consequatur_non\debitis.mov,2024-06-02T00:22:05.465356400,image/png,thumbnail,4082,3006,0.95,65,2.25,Caravaggio,2538037
39,www.efren-hermiston.co,assumenda_odit\quae.flac,2024-03-15T00:22:05.468355800,image/jpeg,thumbnail,1788,3039,0.78,197,9.49,Caravaggio,3134223
46,www.rachelle-kilback.org,error_excepturi\molestias.csv,2023-12-12T00:22:05.474356,image/jpeg,full,4272,2397,0.44,221,2.84,Renoir,2754717
81,www.clarence-homenick.org,debitis_omnis\assumenda.html,2024-03-01T00:22:05.476357400,image/jpeg,thumbnail,3646,2888,0.50,136,8.99,Dali,3012699
82,www.angelo-morar.io,delectus_deleniti\aut.docx,2024-08-22T00:22:05.478356100,image/jpeg,full,502,724,0.06,256,8.50,Kahlo,1529425
35,www.cammy-streich.info,quis_deleniti\ea.js,2024-01-03T00:22:05.481357100,image/png,thumbnail,2241,250,0.89,17,8.45,Warhol,2813933
6,www.elton-lebsack.name,ut_iusto\totam.wav,2024-01-19T00:22:05.482356300,image/jpeg,full,242,5099,0.37,202,6.32,Kahlo,3730240
37,www.ngoc-howe.name,qui_quis\commodi.key,2023-10-11T00:22:05.483353600,image/png,thumbnail,3213,1386,0.78,145,5.43,Caravaggio,264287
97,www.velvet-okeefe.co,beatae_ducimus\ducimus.mp3,2024-05-20T00:22:05.485359200,image/jpeg,thumbnail,3976,3869,0.53,60,9.15,Degas,4977631
21,www.chastity-dickinson.io,cum_in\ipsa.mp4,2024-02-15T00:22:05.487356400,image/png,thumbnail,3455,1192,0.48,178,3.70,Pollock,3944885
4,www.wilmer-feeney.biz,est_et\velit.flac,2024-01-05T00:22:05.489355400,image/jpeg,thumbnail,3106,1534,0.43,121,0.05,Paul Klee,4297265
91,www.pierre-runte.org,architecto_libero\aperiam.jpeg,2023-11-13T00:22:05.493359300,image/jpeg,full,1618,2309,0.76,233,1.54,Picasso,570973
2,www.noel-reynolds.info,consequatur_reprehenderit\odit.webm,2024-01-18T00:22:05.496354500,image/jpeg,full,2673,4333,0.12,222,9.64,Vettriano,1901119
54,www.kesha-lueilwitz.io,non_rerum\ut.docx,2023-11-25T00:22:05.498356300,image/png,full,5063,3836,0.34,203,1.04,Rubens,131504
60,www.jack-blanda.net,in_repellendus\velit.css,2024-02-15T00:22:05.501356100,image/jpeg,thumbnail,2314,3026,0.08,106,0.24,Picasso,2045663
90,www.aracely-schaefer.co,quo_sunt\aperiam.pptx,2023-11-21T00:22:05.503355900,image/jpeg,thumbnail,3310,2708,0.19,329,6.43,Chagall,2137518
86,www.clair-mills.co,quia_quas\velit.png,2024-08-01T00:22:05.506355100,image/jpeg,thumbnail,2602,3567,0.20,231,9.17,Matisse,3260655
64,www.jack-bailey.biz,et_neque\aut.pages,2023-09-30T00:22:05.508357,image/png,thumbnail,4556,3171,0.47,325,3.91,Botticelli,4854788
17,www.mimi-lehner.com,qui_ut\laborum.xls,2024-08-23T00:22:05.511356200,image/jpeg,thumbnail,2315,3225,0.09,120,6.22,Gauguin,3094297
2,www.corrin-vonrueden.name,facilis_molestiae\blanditiis.xls,2023-10-29T00:22:05.514356300,image/png,full,3379,2267,0.36,251,9.63,Da Vinci,2246408
27,www.thaddeus-west.name,magni_est\mollitia.csv,2023-10-18T00:22:05.516354500,image/jpeg,full,926,5063,0.13,306,8.18,Rubens,1356688
4,www.jefferey-walter.net,sequi_nihil\autem.mp4,2024-01-31T00:22:05.518355700,image/jpeg,thumbnail,1549,3575,0.85,105,5.87,Raphael,1436601
19,www.buddy-runolfsson.io,itaque_ullam\eaque.gif,2023-11-04T00:22:05.521356800,image/jpeg,thumbnail,2815,2552,0.29,12,5.43,Matisse,350608
9,www.rebekah-watsica.name,illum_sit\quam.html,2023-09-18T00:22:05.523353900,image/jpeg,thumbnail,3154,3125,0.29,136,9.15,Da Vinci,783234
95,www.corrine-botsford.io,repellat_amet\aspernatur.jpg,2023-12-25T00:22:05.524354400,image/png,thumbnail,2773,3728,0.04,207,2.82,Renoir,1808160
36,www.leola-jaskolski.com,ab_est\culpa.odt,2023-12-06T00:22:05.526354200,image/png,full,918,3684,0.12,290,7.03,Bernini,1354295
64,www.gayle-bergstrom.name,distinctio_ipsa\nemo.jpeg,2023-11-26T00:22:05.527353700,image/jpeg,full,4023,1378,0.28,359,8.53,Monet,4381074
88,www.michel-mcclure.name,accusamus_in\dolor.tiff,2024-06-20T00:22:05.529355300,image/png,full,2084,654,0.62,210,3.07,El Greco,1273110
50,www.wade-fadel.name,nisi_deleniti\quis.mov,2024-02-14T00:22:05.530356700,image/jpeg,thumbnail,3233,909,0.77,241,1.06,Bernini,1515008
50,www.ollie-morissette.io,cum_labore\earum.ods,2024-08-30T00:22:05.531353,image/png,full,1815,3046,0.08,352,1.96,Kahlo,2472326
98,www.amado-trantow.com,et_et\corporis.mp4,2024-01-28T00:22:05.532355800,image/jpeg,thumbnail,118,842,0.27,275,5.71,Rothko,119247
54,www.brendan-casper.co,quo_reiciendis\eum.key,2024-06-15T00:22:05.532355800,image/jpeg,full,2988,1922,0.16,171,8.95,Michelangelo,132441
79,www.ward-hickle.co,corrupti_asperiores\iste.ppt,2023-10-29T00:22:05.532355800,image/png,full,1828,3147,0.45,176,7.45,El Greco,3891311
94,www.long-vandervort.org,a_voluptatem\vel.numbers,2024-05-06T00:22:05.532355800,image/png,full,4322,1856,0.48,357,9.59,Picasso,105164
74,www.celinda-balistreri.org,qui_et\velit.docx,2024-03-27T00:22:05.533354500,image/jpeg,thumbnail,4219,4748,0.46,210,7.52,Rubens,2941015
35,www.odis-luettgen.com,tempora_magnam\voluptatem.jpg,2024-03-31T00:22:05.533354500,image/png,full,1091,2427,0.64,171,7.33,Pollock,2136452
31,www.lakia-ondricka.io,quam_nihil\aut.csv,2024-09-11T00:22:05.533354500,image/png,full,1478,1580,0.07,47,6.48,Kandinsky,1225740
74,www.nicolle-davis.com,magni_excepturi\adipisci.mp4,2023-11-01T00:22:05.533354500,image/png,full,3785,4773,0.43,131,7.67,Pollock,1219985
46,www.reva-romaguera.info,voluptatem_pariatur\accusantium.flac,2023-10-17T00:22:05.533354500,image/png,full,4777,1492,0.46,85,6.03,Picasso,1141017
26,www.virgil-bergstrom.biz,nostrum_magni\ullam.docx,2024-04-22T00:22:05.533354500,image/jpeg,full,362,2093,0.37,109,8.55,Matisse,1842926
75,www.rosann-frami.name,voluptate_ipsam\quos.txt,2024-05-10T00:22:05.533354500,image/png,full,3931,1637,0.73,270,6.32,Rembrandt,1420119
41,www.lanora-herman.name,eos_cumque\dignissimos.flac,2024-09-03T00:22:05.533354500,image/png,full,3020,2466,0.46,99,7.22,Pissarro,3402557
59,www.jennefer-mayer.info,quae_eum\voluptate.gif,2024-04-05T00:22:05.533354500,image/jpeg,full,4578,3868,0.68,221,4.99,Edward Hopper,1623845
35,www.irwin-farrell.org,illo_numquam\dolores.png,2024-07-29T00:22:05.424121200,image/jpeg,thumbnail,1022,672,0.10,183,2.13,Donatello,3203458
49,www.aurelio-koepp.io,iste_repudiandae\eligendi.wav,2023-11-03T00:22:05.450355300,image/png,full,2653,2523,0.70,294,1.96,Durer,2859618
44,www.dannie-nikolaus.org,culpa_quod\nemo.css,2024-08-06T00:22:05.452358400,image/jpeg,thumbnail,4321,4619,0.58,215,8.31,Magritte,2828663
11,www.steven-johnson.com,autem_eum\dolorem.mp3,2024-08-24T00:22:05.453356200,image/png,full,376,717,0.09,256,3.55,Cezanne,1661444
15,www.marco-torp.org,rerum_minus\et.tiff,2024-07-22T00:22:05.455356300,image/jpeg,full,4277,465,0.49,94,2.95,Donatello,3423380
82,www.avery-moen.name,at_adipisci\debitis.mp3,2023-11-16T00:22:05.457357800,image/png,full,3812,1547,0.16,232,2.88,Cezanne,4455192
40,www.eugene-lind.net,aperiam_voluptatem\ut.ods,2024-02-04T00:22:05.459356400,image/jpeg,full,3220,3938,0.46,226,1.10,El Greco,4448934
45,www.lavonda-hermiston.org,dolor_quisquam\nulla.ods,2024-01-05T00:22:05.461355200,image/png,full,759,4931,0.02,14,6.05,Paul Klee,297751
87,www.nicki-rutherford.co,voluptatibus_reiciendis\eos.doc,2024-04-19T00:22:05.462356,image/png,thumbnail,1077,2273,0.54,94,5.59,Escher,52100
25,www.abel-feil.io,velit_et\perferendis.pages,2024-06-20T00:22:05.465356400,image/png,full,1071,2083,0.06,36,0.42,Edward Hopper,4475877
86,www.eulah-friesen.name,facilis_quo\officia.jpg,2024-09-06T00:22:05.467355300,image/jpeg,thumbnail,2209,3162,0.66,115,0.40,Vettriano,424719
90,www.omar-daniel.info,commodi_labore\molestias.xls,2024-01-02T00:22:05.468355800,image/png,full,4399,4285,0.01,303,5.81,Donatello,3425489
42,www.adelina-stamm.com,cum_tenetur\ea.txt,2024-03-06T00:22:05.471354400,image/jpeg,full,1521,2915,0.05,335,9.74,Diego Rivera,899762
31,www.alice-miller.info,nihil_ea\dicta.mp4,2023-11-16T00:22:05.474356,image/jpeg,full,1946,4741,0.68,92,1.26,Picasso,3449041
78,www.mamie-walsh.biz,ea_ut\odio.json,2024-02-20T00:22:05.477355100,image/jpeg,thumbnail,4330,2310,0.11,354,4.37,Pollock,2724193
44,www.dia-carroll.co,rerum_expedita\nobis.avi,2024-01-25T00:22:05.479354700,image/jpeg,full,2595,4376,0.76,116,0.79,Escher,429832
44,www.horace-beahan.info,explicabo_itaque\aspernatur.xls,2024-07-13T00:22:05.481357100,image/png,thumbnail,161,4556,0.53,284,0.00,Warhol,2823068
81,www.lashonda-herzog.biz,ad_quis\fugiat.js,2024-07-25T00:22:05.482356300,image/jpeg,full,1180,1333,0.79,184,0.65,Ansel Adams,1190018
22,www.dannette-jakubowski.net,voluptates_nemo\quis.json,2023-09-20T00:22:05.483353600,image/png,full,2256,4482,0.35,106,0.76,Donatello,3626796
14,www.jack-auer.info,libero_expedita\nemo.jpeg,2024-05-12T00:22:05.485359200,image/jpeg,thumbnail,2260,4982,0.62,310,9.81,Rubens,331829
55,www.eldridge-bins.name,quidem_non\exercitationem.mp4,2024-04-04T00:22:05.486358900,image/png,full,1863,998,0.06,175,2.93,Vincent,1931683
71,www.lenita-dach.name,suscipit_voluptatem\iste.gif,2024-04-03T00:22:05.488355700,image/png,thumbnail,1775,1447,0.83,108,4.11,Cezanne,3981057
36,www.merrill-toy.org,incidunt_rem\quo.webm,2024-06-10T00:22:05.489355400,image/png,thumbnail,2196,2505,0.10,43,1.91,Klimt,4372511
96,www.gordon-fadel.co,quia_rem\qui.json,2023-10-29T00:22:05.491354300,image/jpeg,thumbnail,1107,2044,0.81,129,2.72,Vincent,4470575
12,www.mona-gulgowski.info,dolorem_maxime\et.html,2024-04-07T00:22:05.492354700,image/jpeg,thumbnail,1421,5022,0.67,288,7.04,Warhol,4148421
92,www.melda-emard.biz,corrupti_velit\enim.pptx,2024-03-14T00:22:05.494356,image/jpeg,thumbnail,4526,3574,0.57,247,3.98,Caravaggio,5046836
97,www.shaniqua-feest.net,iusto_ex\consectetur.odp,2024-01-31T00:22:05.495356300,image/png,full,1570,2808,0.99,113,5.84,Renoir,4357897
79,www.daryl-stracke.biz,cumque_sint\sunt.jpeg,2024-02-10T00:22:05.497354,image/jpeg,full,2009,4285,0.84,204,5.15,Magritte,3406829
93,www.james-terry.name,voluptatem_quasi\vero.numbers,2024-05-01T00:22:05.498356300,image/png,full,1308,4462,0.25,258,0.32,Da Vinci,2728611
6,www.abraham-lehner.name,a_commodi\molestias.key,2024-01-08T00:22:05.499357400,image/jpeg,thumbnail,1065,5093,0.42,284,8.36,Pissarro,1461155
39,www.larita-streich.co,ad_voluptatem\hic.csv,2023-11-07T00:22:05.500355100,image/jpeg,thumbnail,3793,680,0.66,275,4.50,Renoir,4661530
67,www.bradley-pouros.net,enim_molestias\accusantium.doc,2024-06-13T00:22:05.502356200,image/png,full,2809,1068,0.54,313,1.89,Pollock,4275656
96,www.beverly-schiller.info,ratione_modi\sit.csv,2023-11-27T00:22:05.503355900,image/jpeg,thumbnail,4334,2514,0.22,197,2.48,Vettriano,1116796
19,www.wallace-reynolds.info,odio_eum\sed.xlsx,2024-03-23T00:22:05.505355700,image/png,thumbnail,4321,3752,0.65,324,3.06,Bernini,3602230
75,www.devon-tromp.org,ipsa_sequi\odit.mp3,2024-08-16T00:22:05.509354300,image/png,full,1195,1991,0.59,43,2.43,Bernini,1487010
51,www.leslie-okuneva.co,fugit_quam\eaque.css,2024-08-01T00:22:05.511356200,image/jpeg,full,1051,3701,0.84,202,5.39,Renoir,1130614
46,www.leonia-swift.com,nihil_occaecati\possimus.json,2024-07-01T00:22:05.512355900,image/jpeg,full,3475,158,0.38,75,1.50,Caravaggio,3709999
80,www.corrine-corkery.biz,aperiam_hic\repudiandae.csv,2023-12-06T00:22:05.514356300,image/jpeg,thumbnail,1322,4347,0.05,313,8.92,Magritte,2072629
14,www.elane-hirthe.io,ad_dolorem\quaerat.bmp,2024-08-30T00:22:05.515354600,image/jpeg,full,3114,1391,0.27,36,1.77,Munch,4171920
84,www.ellis-lebsack.com,qui_quis\dolorem.mp3,2024-01-06T00:22:05.517356300,image/png,thumbnail,4858,3467,0.25,288,8.45,Munch,3150798
92,www.winford-mann.co,dolorem_deleniti\aut.jpeg,2023-12-08T00:22:05.518355700,image/jpeg,thumbnail,4110,1805,0.79,110,6.72,Renoir,4163900
31,www.johanna-rice.biz,dolor_qui\sapiente.flac,2023-12-28T00:22:05.520356300,image/jpeg,full,1475,4249,0.83,107,0.20,Monet,4001606
91,www.sal-hickle.info,aut_eius\qui.pptx,2023-12-09T00:22:05.521356800,image/jpeg,thumbnail,3760,1884,0.43,118,2.03,Vettriano,2288948
84,www.clora-brekke.co,aliquam_voluptas\mollitia.png,2024-05-27T00:22:05.523353900,image/jpeg,thumbnail,422,2721,0.72,134,2.56,El Greco,4936586
64,www.kendall-barton.info,autem_dolores\quam.key,2023-10-13T00:22:05.524354400,image/png,thumbnail,4505,4555,0.54,151,3.08,Ansel Adams,298243
22,www.moshe-blanda.co,cupiditate_qui\ad.webm,2024-03-19T00:22:05.525354300,image/jpeg,full,223,3310,0.83,214,1.49,Degas,2387697
95,www.odell-ledner.io,dolorem_et\blanditiis.odt,2024-03-17T00:22:05.527353700,image/png,full,2789,4234,0.67,266,5.59,Pissarro,360189
24,www.blaine-nienow.co,asperiores_quia\voluptas.js,2024-02-12T00:22:05.528355100,image/jpeg,full,2682,4972,0.21,259,6.02,Escher,4729215
91,www.hector-franecki.name,deserunt_quas\voluptas.tiff,2023-12-28T00:22:05.530356700,image/jpeg,full,2803,1691,0.69,144,3.59,Cezanne,1168962
33,www.johnathon-ritchie.co,voluptatem_eum\quia.gif,2024-02-11T00:22:05.531353,image/png,thumbnail,2070,372,0.25,305,3.50,Paul Klee,2017246
21,www.jerrold-wiegand.info,sunt_vel\ad.mov,2024-02-08T00:22:05.412118200,image/png,full,2722,4386,0.66,55,1.77,Durer,2212608
39,www.margart-schiller.net,doloremque_suscipit\optio.avi,2024-08-04T00:22:05.449356900,image/png,thumbnail,1453,1791,0.73,11,6.51,Escher,1305929
5,www.robbie-luettgen.co,eos_sunt\asperiores.ods,2024-04-03T00:22:05.450355300,image/jpeg,thumbnail,1640,3115,0.98,225,2.04,Pollock,2328365
88,www.ike-johns.io,consequatur_natus\inventore.pdf,2024-06-23T00:22:05.452358400,image/png,thumbnail,4969,1457,0.96,334,8.42,Edward Hopper,741499
89,www.sari-schneider.info,corporis_qui\aliquam.mp4,2024-01-08T00:22:05.453356200,image/png,thumbnail,2098,2858,0.25,28,4.52,Warhol,2215715
68,www.ali-sauer.info,necessitatibus_sed\voluptatibus.tiff,2023-10-06T00:22:05.455356300,image/jpeg,thumbnail,814,4019,0.82,220,1.70,Monet,828497
7,www.willie-mertz.name,rem_praesentium\aperiam.txt,2024-08-06T00:22:05.456355100,image/png,full,4921,4707,0.97,237,1.12,Botticelli,4502642
60,www.buddy-champlin.name,quidem_ea\eligendi.bmp,2024-05-03T00:22:05.458357,image/jpeg,full,5085,1664,0.35,113,6.60,Manet,633609
37,www.deon-kuvalis.com,quidem_sint\cupiditate.pptx,2024-05-19T00:22:05.459356400,image/jpeg,thumbnail,3734,878,0.23,167,5.82,Pissarro,4154357
22,www.sanford-turcotte.info,eum_consequuntur\dolorum.jpeg,2024-05-19T00:22:05.461355200,image/png,thumbnail,1480,3619,0.60,131,1.10,Raphael,1424522
25,www.bernie-lakin.biz,necessitatibus_unde\et.jpeg,2024-03-17T00:22:05.462356,image/jpeg,thumbnail,4647,1106,0.04,281,8.91,Rubens,2639442
70,www.meridith-terry.org,neque_qui\voluptas.ods,2024-05-09T00:22:05.464356700,image/jpeg,thumbnail,2669,1466,0.38,2,6.12,Durer,1494503
62,www.kami-rogahn.biz,ea_aperiam\est.jpeg,2024-01-13T00:22:05.465356400,image/png,full,914,2378,0.47,102,5.04,Pissarro,4076150
11,www.larry-dicki.co,delectus_voluptate\quaerat.mp4,2024-07-31T00:22:05.466354400,image/jpeg,full,763,204,0.04,257,6.55,Monet,2385691
70,www.lesia-emmerich.io,impedit_molestiae\non.mp3,2024-04-08T00:22:05.467355300,image/jpeg,thumbnail,837,978,0.79,105,8.84,Degas,2017180
4,www.dorsey-weimann.info,est_aut\ut.css,2023-09-23T00:22:05.469356400,image/jpeg,thumbnail,4732,2586,0.45,195,1.96,Rothko,3921484
23,www.lena-johnson.biz,qui_et\rem.pdf,2024-01-31T00:22:05.470358300,image/png,thumbnail,3389,4602,0.55,157,6.85,Munch,3372614
76,www.curt-hodkiewicz.name,ut_vel\corporis.odt,2024-03-20T00:22:05.472354300,image/png,thumbnail,1762,3111,0.09,95,2.01,Rembrandt,2883083
78,www.magnolia-moore.name,maiores_quis\molestias.wav,2024-03-03T00:22:05.473354,image/png,full,4300,3616,0.76,356,4.41,Munch,861633
23,www.augustus-schneider.co,autem_quia\soluta.mp4,2024-01-25T00:22:05.475354400,image/png,full,4771,395,0.61,93,2.38,Rembrandt,1746064
4,www.ward-toy.biz,voluptatem_nesciunt\culpa.webm,2024-03-08T00:22:05.476357400,image/png,thumbnail,1250,4705,0.54,197,0.58,Diego Rivera,4709475
98,www.annabell-thiel.info,laudantium_expedita\cumque.flac,2024-03-24T00:22:05.478356100,image/png,full,150,314,0.77,223,7.86,Edward Hopper,1037889
96,www.vertie-hessel.org,error_voluptas\velit.odp,2023-10-05T00:22:05.479354700,image/png,full,1525,4255,0.69,60,3.49,Chagall,1858831
48,www.kasandra-reilly.com,quam_harum\necessitatibus.xlsx,2024-03-22T00:22:05.481357100,image/png,full,3252,2680,0.39,322,9.14,Degas,112939
42,www.dewayne-brakus.net,explicabo_aspernatur\alias.txt,2024-05-12T00:22:05.484356,image/png,thumbnail,1129,571,0.28,199,2.20,Warhol,4487790
21,www.randal-reynolds.io,eum_minus\perferendis.jpg,2023-10-04T00:22:05.486358900,image/jpeg,full,5097,1960,0.70,3,0.42,Renoir,4934726
64,www.isaac-senger.co,dolorem_tempore\labore.odt,2023-11-07T00:22:05.488355700,image/jpeg,full,298,507,0.56,340,9.85,Matisse,3958006
50,www.iluminada-sauer.org,laborum_tempore\quia.docx,2023-12-16T00:22:05.489355400,image/png,thumbnail,2737,1030,0.47,347,3.87,Escher,2705268
57,www.corey-schamberger.biz,eum_molestias\odit.ods,2024-02-04T00:22:05.490356700,image/jpeg,full,4382,250,0.26,309,6.21,Kahlo,2664998
44,www.xiao-heidenreich.info,explicabo_assumenda\ut.avi,2024-03-12T00:22:05.492354700,image/jpeg,thumbnail,4947,1475,0.13,148,6.95,Durer,1106304
93,www.tyree-rogahn.biz,eos_et\magni.css,2024-04-08T00:22:05.493359300,image/jpeg,full,4213,1614,0.79,76,5.32,Botticelli,4431366
81,www.albertine-ryan.name,est_quod\dolor.pages,2024-04-01T00:22:05.495356300,image/jpeg,full,1169,4088,0.30,298,7.31,Seurat,887714
0,www.mohammed-oberbrunner.org,eligendi_consequatur\earum.html,2024-09-08T00:22:05.496354500,image/jpeg,full,3144,2388,0.78,39,7.08,Munch,2374314
1,www.doyle-harber.com,quo_officia\ullam.odt,2024-07-25T00:22:05.498356300,image/jpeg,full,1807,4800,0.19,300,8.79,Warhol,3052664
75,www.stephani-fay.biz,qui_repellat\dolore.json,2024-04-14T00:22:05.499357400,image/png,thumbnail,4086,3389,0.19,198,8.45,Titian,4173038
35,www.edward-koch.biz,sint_accusantium\amet.flac,2024-08-04T00:22:05.500355100,image/jpeg,thumbnail,225,4737,0.65,233,0.38,Monet,2154893
9,www.britt-beatty.com,quidem_aut\eum.png,2024-02-13T00:22:05.502356200,image/png,full,587,875,0.96,73,2.23,Durer,4175033
94,www.casey-hegmann.org,non_perferendis\aut.numbers,2024-04-18T00:22:05.503355900,image/jpeg,full,726,1698,0.07,107,8.22,Pollock,1908949
12,www.lisandra-goyette.net,quis_voluptatem\qui.tiff,2024-01-25T00:22:05.505355700,image/png,full,735,4786,0.60,115,8.07,Munch,2560253
54,www.warner-corwin.net,iste_iure\in.pptx,2024-07-22T00:22:05.506355100,image/png,thumbnail,4191,3365,0.67,48,8.50,Degas,4398509
47,www.ozzie-hauck.io,consequatur_enim\explicabo.doc,2024-05-30T00:22:05.508357,image/jpeg,thumbnail,790,4146,0.69,282,1.42,Botticelli,3761141
85,www.alexa-volkman.info,illum_voluptatem\sit.mp4,2023-12-15T00:22:05.509354300,image/jpeg,full,1745,3301,0.20,245,6.38,Joan Miro,207005
90,www.reid-kunze.biz,enim_consequatur\cum.tiff,2023-11-17T00:22:05.511356200,image/png,full,554,1490,0.14,254,2.73,Munch,3241188
78,www.vincenzo-parker.net,quia_a\quia.jpg,2024-02-21T00:22:05.512355900,image/png,full,1623,143,0.98,97,3.43,Seurat,2024536
82,www.lael-ward.com,id_dolorum\sed.xlsx,2024-07-26T00:22:05.514356300,image/png,thumbnail,1532,4190,0.63,318,9.50,Kahlo,1604507
62,www.logan-hermann.co,sequi_non\optio.ods,2024-01-19T00:22:05.515354600,image/png,thumbnail,3962,4339,0.65,65,2.95,Chagall,4717434
19,www.omar-padberg.com,eaque_unde\quo.numbers,2023-11-28T00:22:05.517356300,image/png,full,857,4416,0.68,158,9.30,Rothko,3725041
67,www.lemuel-wolf.biz,et_labore\veritatis.docx,2024-05-28T00:22:05.518355700,image/jpeg,full,2746,1523,0.89,199,8.82,Bernini,4273671
8,www.laverne-price.net,est_mollitia\sequi.ods,2023-12-19T00:22:05.520356300,image/jpeg,thumbnail,2093,1681,0.92,132,2.36,Escher,4454731
8,www.michelina-stehr.net,corporis_aut\nostrum.xlsx,2023-10-25T00:22:05.521356800,image/jpeg,full,1546,3234,0.45,274,0.05,Picasso,869873
8,www.stasia-mckenzie.info,repellendus_doloremque\similique.mp3,2024-01-15T00:22:05.410119700,image/jpeg,thumbnail,4600,4638,0.72,166,6.82,Pissarro,3061345
54,www.odis-rogahn.com,aut_et\magni.tiff,2023-09-23T00:22:05.451356500,image/jpeg,thumbnail,3868,3386,0.24,136,7.29,Bernini,4931660
40,www.fletcher-crooks.biz,optio_omnis\facere.odp,2024-07-14T00:22:05.453356200,image/png,full,2965,2031,0.86,108,9.10,El Greco,2255886
54,www.todd-willms.info,ipsum_et\ut.gif,2023-11-25T00:22:05.455356300,image/png,thumbnail,228,487,0.05,17,9.38,Gauguin,1154417
98,www.apryl-roob.io,omnis_minima\eveniet.gif,2024-07-04T00:22:05.457357800,image/png,thumbnail,4123,894,0.39,192,1.47,Vettriano,1790515
47,www.natividad-swift.net,ut_rerum\eum.png,2024-02-12T00:22:05.459356400,image/png,thumbnail,4909,506,0.22,116,1.27,Ansel Adams,826371
11,www.trista-carter.io,ducimus_corrupti\a.txt,2024-07-13T00:22:05.460354800,image/png,full,1666,609,0.76,226,7.00,Renoir,1535902
25,www.shyla-rosenbaum.com,tempora_accusamus\qui.webm,2024-03-15T00:22:05.462356,image/png,thumbnail,2063,3487,0.81,268,0.16,Magritte,4991052
58,www.herb-kemmer.name,consequatur_beatae\consequuntur.png,2024-07-23T00:22:05.464356700,image/jpeg,full,2035,4386,0.15,335,7.25,Joan Miro,1449923
0,www.darline-rodriguez.net,odio_maxime\accusantium.jpeg,2024-01-25T00:22:05.465356400,image/jpeg,full,916,204,0.61,157,7.51,Edward Hopper,4792286
69,www.fransisca-schulist.com,eos_omnis\dicta.odt,2023-12-23T00:22:05.467355300,image/jpeg,full,1168,3276,0.17,134,8.26,Edward Hopper,179202
14,www.jermaine-sipes.co,nam_quos\reiciendis.webm,2023-10-13T00:22:05.468355800,image/jpeg,full,361,3738,0.36,32,8.01,Cezanne,2932951
72,www.refugio-barton.info,sunt_velit\voluptatum.odt,2023-11-18T00:22:05.470358300,image/png,thumbnail,2240,3221,0.56,22,3.17,El Greco,2247975
25,www.towanda-feeney.io,et_unde\saepe.json,2024-06-12T00:22:05.471354400,image/png,thumbnail,3859,3995,0.36,174,9.73,Botticelli,244957
27,www.loyd-dickinson.net,nemo_sint\corrupti.json,2024-09-06T00:22:05.473354,image/jpeg,full,3474,3020,0.93,186,9.11,Seurat,1915044
86,www.hal-padberg.co,repellat_consectetur\atque.odp,2024-05-07T00:22:05.474356,image/jpeg,thumbnail,1411,723,0.00,16,3.02,Da Vinci,3113058
12,www.pearlene-klein.com,officia_possimus\aliquid.ppt,2024-03-11T00:22:05.476357400,image/png,thumbnail,230,875,0.39,182,4.20,Chagall,2027416
85,www.hipolito-koss.com,et_et\enim.odp,2023-10-15T00:22:05.478356100,image/jpeg,full,1755,946,0.46,158,6.78,Rubens,2317535
